drug_id,target_nm,target_act,action2,target_org,drug_name
DB00583,Carnitine O-acetyltransferase,,0,Humans,carnitine
DB00583,"Carnitine O-palmitoyltransferase 1, liver isoform",activator,1,Humans,carnitine
DB00583,"Carnitine O-palmitoyltransferase 2, mitochondrial",,0,Humans,carnitine
DB00583,Liver carboxylesterase 1,,0,Humans,carnitine
DB00583,Mitochondrial carnitine/acylcarnitine carrier protein,,0,Humans,carnitine
DB00583,Mitochondrial carnitine/acylcarnitine carrier protein CACL,,0,Humans,carnitine
DB00583,Myeloperoxidase,,0,Humans,carnitine
DB00583,Peroxisomal carnitine O-octanoyltransferase,,0,Humans,carnitine
DB00583,Solute carrier family 22 member 4,,0,Humans,carnitine
DB00583,Solute carrier family 22 member 5,,0,Humans,carnitine
DB00583,Xanthine dehydrogenase/oxidase,,0,Humans,carnitine
DB00855,Delta-aminolevulinic acid dehydratase,inducer,1,Humans,5-aminolevulinic
DB00917,Prostaglandin D2 receptor 2,agonist,1,Humans,PGE2
DB00917,Prostaglandin E2 receptor EP1 subtype,agonist,1,Humans,PGE2
DB00917,Prostaglandin E2 receptor EP2 subtype,agonist,1,Humans,PGE2
DB00917,Prostaglandin E2 receptor EP3 subtype,agonist,1,Humans,PGE2
DB00917,Prostaglandin E2 receptor EP4 subtype,agonist,1,Humans,PGE2
DB01240,P2Y purinoceptor 12,agonist,1,Humans,prostacyclin
DB01240,Prostacyclin receptor,agonist,1,Humans,prostacyclin
DB01240,Prostacyclin synthase,inducer,1,Humans,prostacyclin
DB12789,Prostaglandin D2 receptor 2,agonist,1,Humans,prostaglandin
DB00640,Adenosine receptor A1,agonist,1,Humans,adenosine
DB00640,Adenosine receptor A2a,agonist,1,Humans,adenosine
DB00640,Adenosine receptor A2b,agonist,1,Humans,adenosine
DB00640,Adenosine receptor A3,agonist,1,Humans,adenosine
DB00770,Prostaglandin D2 receptor 2,agonist,1,Humans,PGE1
DB00770,Prostaglandin E2 receptor EP1 subtype,agonist,1,Humans,PGE1
DB00770,Prostaglandin E2 receptor EP2 subtype,agonist,1,Humans,PGE1
DB00125,"Arginase-2, mitochondrial",,0,Humans,arginine
DB00125,Arginine decarboxylase,,0,Humans,arginine
DB00125,Argininosuccinate lyase,,0,Humans,arginine
DB00125,Argininosuccinate synthase,,0,Humans,arginine
DB00125,Cationic amino acid transporter 3,,0,Humans,arginine
DB00125,Cationic amino acid transporter 4,,0,Humans,arginine
DB00125,High affinity cationic amino acid transporter 1,,0,Humans,arginine
DB00125,"Nitric oxide synthase, endothelial",,0,Humans,arginine
DB00125,"Nitric oxide synthase, inducible",,0,Humans,arginine
DB06756,Apoptosis regulator Bcl-2,,0,Humans,betaine
DB01373,"Alkaline phosphatase, placental type",,0,Humans,calcium
DB01373,Amiloride-sensitive amine oxidase [copper-containing],,0,Humans,calcium
DB01373,Bone morphogenetic protein 4,,0,Humans,calcium
DB01373,Calcium-transporting ATPase type 2C member 1,agonist,1,Humans,calcium
DB01373,Calmodulin,,0,Humans,calcium
DB01373,Calpastatin,,0,Humans,calcium
DB01373,Cartilage oligomeric matrix protein,,0,Humans,calcium
DB01373,Ceruloplasmin,,0,Humans,calcium
DB01373,Matrix Gla protein,,0,Humans,calcium
DB01373,Programmed cell death protein 6,,0,Humans,calcium
DB01373,Protein S100-A13,,0,Humans,calcium
DB01373,Protein S100-A2,,0,Humans,calcium
DB01373,Protein S100-A8,,0,Humans,calcium
DB01373,Protein S100-A9,,0,Humans,calcium
DB01373,Protein S100-B,,0,Humans,calcium
DB01373,Protocadherin-19,,0,Humans,calcium
DB01373,"Spectrin beta chain, non-erythrocytic 1",agonist,1,Humans,calcium
DB01373,"Troponin C, skeletal muscle",agonist,1,Humans,calcium
DB01373,"Troponin C, slow skeletal and cardiac muscles",agonist,1,Humans,calcium
DB01373,Voltage-dependent L-type calcium channel subunit alpha-1C,ligand,0,Humans,calcium
DB04272,"3-carboxy-cis,cis-muconate cycloisomerase",,0,Pseudomonas putida,citric
DB04272,50S ribosomal protein L4,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,6-phosphogluconolactonase,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,Adenine phosphoribosyltransferase,,0,Humans,citric
DB04272,Aldose reductase,inhibitor,-1,Humans,citric
DB04272,Beta-fructosidase,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,Beta-lactamase,weak inhibitor,-1,Bacillus licheniformis,citric
DB04272,Beta-lactamase 2,,0,Bacillus cereus,citric
DB04272,Carboxypeptidase B,,0,Humans,citric
DB04272,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,,0,Humans,citric
DB04272,Citrate synthase,,0,Thermus thermophilus,citric
DB04272,Citrate synthase,,0,Antarctic bacterium DS2-3R,citric
DB04272,"Citrate synthase, mitochondrial",,0,Humans,citric
DB04272,Complement component C8 gamma chain,,0,Humans,citric
DB04272,Cytochrome c peroxidase,,0,Marinobacter hydrocarbonoclasticus,citric
DB04272,Eosinophil cationic protein,,0,Humans,citric
DB04272,Fe(3+)-binding periplasmic protein,,0,Serratia marcescens,citric
DB04272,Fumarate hydratase class II,inhibitor,-1,Escherichia coli (strain K12),citric
DB04272,Glucose-1-phosphate thymidylyltransferase,,0,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),citric
DB04272,Glutamine synthetase 1,,0,Mycobacterium tuberculosis,citric
DB04272,Glycerol uptake operon antiterminator regulatory protein,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,Glyoxalase family protein,,0,Bacillus cereus (strain ATCC 14579 / DSM 31),citric
DB04272,GMP synthase [glutamine-hydrolyzing],,0,Escherichia coli (strain K12),citric
DB04272,Hepatocyte growth factor-regulated tyrosine kinase substrate,,0,Humans,citric
DB04272,Hexon protein,,0,HAdV-2,citric
DB04272,Inosine triphosphate pyrophosphatase,,0,Humans,citric
DB04272,Intron-associated endonuclease 1,,0,Enterobacteria phage T4,citric
DB04272,Invasin,,0,Yersinia pseudotuberculosis serotype I (strain IP32953),citric
DB04272,Isocitrate dehydrogenase [NADP],substrate,0,Bacillus subtilis (strain 168),citric
DB04272,Isocitrate dehydrogenase [NADP],inhibitor,-1,Bacillus subtilis (strain 168),citric
DB04272,Laccase domain protein YfiH,,0,Escherichia coli (strain K12),citric
DB04272,L-amino-acid oxidase,,0,Humans,citric
DB04272,Lysozyme,,0,Enterobacteria phage P1,citric
DB04272,"Malate dehydrogenase, mitochondrial",,0,Humans,citric
DB04272,Metallo-beta-lactamase type 2,inhibitor,-1,Klebsiella pneumoniae,citric
DB04272,N utilization substance protein B homolog,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,N5-carboxyaminoimidazole ribonucleotide mutase,,0,Acetobacter aceti,citric
DB04272,Nicotinate-nucleotide adenylyltransferase,,0,Shigella flexneri,citric
DB04272,Pleckstrin homology domain-containing family A member 1,,0,Humans,citric
DB04272,Prostaglandin F synthase,,0,Trypanosoma brucei brucei,citric
DB04272,Proto-oncogene tyrosine-protein kinase Src,,0,Humans,citric
DB04272,Putative stringent starvation protein A,,0,Yersinia pestis,citric
DB04272,Pyruvate decarboxylase,,0,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),citric
DB04272,Riboflavin biosynthesis protein RibF,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,Ribonuclease pancreatic,,0,Humans,citric
DB04272,Ribonucleoside-diphosphate reductase subunit beta,,0,Mycobacterium leprae (strain TN),citric
DB04272,Ribose-5-phosphate isomerase A,,0,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),citric
DB04272,RNA 3'-terminal phosphate cyclase,,0,Escherichia coli (strain K12),citric
DB04272,Short tail fiber protein,,0,Enterobacteria phage T4,citric
DB04272,Signal recognition particle receptor FtsY,,0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),citric
DB04272,U6 snRNA-associated Sm-like protein LSm6,,0,Humans,citric
DB01156,5-hydroxytryptamine receptor 3A,negative modulator,-1,Humans,bupropion
DB01156,Neuronal acetylcholine receptor subunit alpha-3,antagonist,-1,Humans,bupropion
DB01156,Sodium-dependent dopamine transporter,inhibitor,-1,Humans,bupropion
DB01156,Sodium-dependent noradrenaline transporter,inhibitor,-1,Humans,bupropion
DB00783,ATP synthase subunit a,inhibitor,-1,Humans,estradiol
DB00783,Beclin-1,binder,0,Humans,estradiol
DB00783,Estrogen receptor alpha,agonist,1,Humans,estradiol
DB00783,Estrogen receptor beta,agonist,1,Humans,estradiol
DB00783,G-protein coupled estrogen receptor 1,binder,0,Humans,estradiol
DB00783,Neuronal acetylcholine receptor subunit alpha-4,binder,0,Humans,estradiol
DB00783,Nuclear receptor subfamily 1 group I member 2,binder,0,Humans,estradiol
DB06151,Aminoacylase-1,substrate,0,Humans,N-acetylcysteine
DB06151,Cystine/glutamate transporter,activator,1,Humans,N-acetylcysteine
DB06151,"Glutamate receptor ionotropic, NMDA 1",activator,1,Humans,N-acetylcysteine
DB06151,"Glutamate receptor ionotropic, NMDA 2A",activator,1,Humans,N-acetylcysteine
DB06151,"Glutamate receptor ionotropic, NMDA 2B",activator,1,Humans,N-acetylcysteine
DB06151,"Glutamate receptor ionotropic, NMDA 2D",activator,1,Humans,N-acetylcysteine
DB06151,"Glutamate receptor ionotropic, NMDA 3A",activator,1,Humans,N-acetylcysteine
DB06151,Glutathione synthetase,stimulator,1,Humans,N-acetylcysteine
DB06151,Inhibitor of nuclear factor kappa-B kinase subunit alpha,inhibitor,-1,Humans,N-acetylcysteine
DB06151,Inhibitor of nuclear factor kappa-B kinase subunit beta,inhibitor,-1,Humans,N-acetylcysteine
DB06151,NAPQI (N-acetyl-p-benzoquinone imine),reducer,-1,Humans,N-acetylcysteine
DB00987,DNA,cross-linking/alkylation,-1,Humans,cytarabine
DB00987,DNA polymerase beta,inhibitor,-1,Humans,cytarabine
DB04574,Estrogen receptor alpha,agonist,1,Humans,Oestrogen
DB04574,Estrogen receptor beta,agonist,1,Humans,Oestrogen
DB03994,Annexin A3,,0,Humans,monoethanolamine
DB03994,Surface protein A,,0,Neisseria meningitidis,monoethanolamine
DB00431,Estrogen receptor alpha,,0,Humans,lindane
DB00431,Gamma-aminobutyric acid receptor subunit beta-1,antagonist,-1,Humans,lindane
DB00431,Gamma-aminobutyric acid receptor subunit beta-3,,0,Humans,lindane
DB00431,Gamma-aminobutyric acid receptor subunit rho-1,,0,Humans,lindane
DB00431,Glycine receptor subunit alpha-1,antagonist,-1,Humans,lindane
DB00431,Glycine receptor subunit alpha-2,antagonist,-1,Humans,lindane
DB00431,Glycine receptor subunit alpha-3,antagonist,-1,Humans,lindane
DB00431,Glycine receptor subunit beta,antagonist,-1,Humans,lindane
DB00431,Nuclear receptor subfamily 1 group I member 2,,0,Humans,lindane
DB00431,Progesterone receptor,,0,Humans,lindane
DB00130,Amidophosphoribosyltransferase,substrate,0,Humans,glutamine
DB00130,CTP synthase 1,antagonist,-1,Humans,glutamine
DB00130,CTP synthase 1,substrate,0,Humans,glutamine
DB00130,Glutamine synthetase,product of,0,Humans,glutamine
DB00145,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",substrate,0,Humans,glycine
DB00145,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",substrate,0,Humans,glycine
DB00145,"5-aminolevulinate synthase, nonspecific, mitochondrial",substrate,0,Humans,glycine
DB00145,"Alanine--glyoxylate aminotransferase 2, mitochondrial",product of,0,Humans,glycine
DB00145,Bile acid-CoA:amino acid N-acyltransferase,substrate,0,Humans,glycine
DB00145,"Glutamate receptor ionotropic, NMDA 2A",antagonist,-1,Humans,glycine
DB00145,"Glutamate receptor ionotropic, NMDA 2C",agonist,1,Humans,glycine
DB00145,"Glutamate receptor ionotropic, NMDA 3B",substrate,0,Humans,glycine
DB00145,Glutathione synthetase,substrate,0,Humans,glycine
DB00145,"Glycine amidinotransferase, mitochondrial",substrate,0,Humans,glycine
DB00145,Glycine N-acyltransferase,substrate,0,Humans,glycine
DB00145,Glycine N-acyltransferase-like protein 1,substrate,0,Humans,glycine
DB00145,Glycine N-acyltransferase-like protein 2,substrate,0,Humans,glycine
DB00145,Glycine N-methyltransferase,substrate,0,Humans,glycine
DB00145,Glycine receptor subunit alpha-1,ligand,0,Humans,glycine
DB00145,Glycine receptor subunit alpha-2,ligand,0,Humans,glycine
DB00145,Glycine receptor subunit alpha-3,ligand,0,Humans,glycine
DB00145,Glycine receptor subunit beta,ligand,0,Humans,glycine
DB00145,Glycine--tRNA ligase,substrate,0,Humans,glycine
DB00145,N-arachidonyl glycine receptor,substrate,0,Humans,glycine
DB00145,Peroxisomal sarcosine oxidase,product of,0,Humans,glycine
DB00145,Serine hydroxymethyltransferase,product of,0,Humans,glycine
DB00145,"Serine hydroxymethyltransferase, cytosolic",product of,0,Humans,glycine
DB00145,"Serine hydroxymethyltransferase, mitochondrial",product of,0,Humans,glycine
DB00145,Serine--pyruvate aminotransferase,substrate,0,Humans,glycine
DB01225,Antithrombin-III,potentiator,1,Humans,LMWH
DB01225,Coagulation factor X,inhibitor,-1,Humans,LMWH
DB01225,Prothrombin,inhibitor,-1,Humans,LMWH
DB14500,Sodium/potassium-transporting ATPase subunit alpha-1,regulator,0,Humans,potassium
DB00279,Proliferating cell nuclear antigen,antagonist,-1,Humans,triiodothyronine
DB00279,Thyroid hormone receptor alpha,agonist,1,Humans,triiodothyronine
DB00279,Thyroid hormone receptor beta,agonist,1,Humans,triiodothyronine
DB00627,Hydroxycarboxylic acid receptor 2,agonist,1,Humans,niacin
DB00627,Hydroxycarboxylic acid receptor 3,agonist,1,Humans,niacin
DB00627,Nicotinamide N-methyltransferase,binder,0,Humans,niacin
DB00627,Nicotinate-nucleotide pyrophosphorylase [carboxylating],binder,0,Humans,niacin
DB00184,Choline O-acetyltransferase,inhibitor,-1,Humans,nicotine
DB00184,Cytochrome P450 19A1,inhibitor,-1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-10,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-2,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-3,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-4,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-5,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-6,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-7,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit alpha-9,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit beta-2,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit beta-3,agonist,1,Humans,nicotine
DB00184,Neuronal acetylcholine receptor subunit beta-4,agonist,1,Humans,nicotine
DB00908,Alpha-1A adrenergic receptor,antagonist,-1,Humans,quinidine
DB00908,Alpha-1B adrenergic receptor,antagonist,-1,Humans,quinidine
DB00908,Alpha-1D adrenergic receptor,antagonist,-1,Humans,quinidine
DB00908,Potassium channel subfamily K member 1,inhibitor,-1,Humans,quinidine
DB00908,Potassium channel subfamily K member 6,inhibitor,-1,Humans,quinidine
DB00908,Potassium voltage-gated channel subfamily H member 2,inhibitor,-1,Humans,quinidine
DB00908,Sodium channel protein type 5 subunit alpha,inhibitor,-1,Humans,quinidine
DB00360,"Nitric oxide synthase, endothelial",cofactor,1,Humans,tetrahydrobiopterin
DB00360,Phenylalanine-4-hydroxylase,cofactor,1,Humans,tetrahydrobiopterin
DB00360,Tryptophan 5-hydroxylase 1,cofactor,1,Humans,tetrahydrobiopterin
DB00360,Tyrosine 3-monooxygenase,cofactor,1,Humans,tetrahydrobiopterin
DB04485,Glucose-1-phosphate thymidylyltransferase,,0,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),thymidine
DB04485,Nucleoside-specific channel-forming protein tsx,,0,Escherichia coli (strain K12),thymidine
DB04485,Thymidine kinase,,0,EHV-4,thymidine
DB04485,Thymidine kinase,,0,,thymidine
DB04485,"Thymidine kinase 2, mitochondrial",,0,Humans,thymidine
DB04485,Thymidylate kinase,,0,Mycobacterium tuberculosis,thymidine
DB04485,Uridine phosphorylase,,0,Escherichia coli (strain K12),thymidine
DB00788,Peptostreptococcal albumin-binding protein,,0,Peptostreptococcus magnus,naproxen
DB00788,Prostaglandin G/H synthase 1,inhibitor,-1,Humans,naproxen
DB00788,Prostaglandin G/H synthase 2,inhibitor,-1,Humans,naproxen
DB00242,DNA,other/unknown,0,Humans,cladribine
DB00242,DNA polymerase alpha catalytic subunit,inhibitor,-1,Humans,cladribine
DB00242,DNA polymerase epsilon catalytic subunit A,inhibitor,-1,Humans,cladribine
DB00242,DNA polymerase epsilon subunit 2,inhibitor,-1,Humans,cladribine
DB00242,DNA polymerase epsilon subunit 3,inhibitor,-1,Humans,cladribine
DB00242,DNA polymerase epsilon subunit 4,inhibitor,-1,Humans,cladribine
DB00242,Purine nucleoside phosphorylase,inducer,1,Humans,cladribine
DB00242,Ribonucleoside-diphosphate reductase large subunit,inhibitor,-1,Humans,cladribine
DB00242,Ribonucleoside-diphosphate reductase subunit M2,inhibitor,-1,Humans,cladribine
DB00242,Ribonucleoside-diphosphate reductase subunit M2 B,inhibitor,-1,Humans,cladribine
DB00997,DNA,intercalation,0,Humans,doxorubicin
DB00997,DNA topoisomerase 2-alpha,inhibitor,-1,Humans,doxorubicin
DB00997,Nucleolar and coiled-body phosphoprotein 1,,0,Humans,doxorubicin
DB06637,Potassium voltage-gated channel subfamily A member 1,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 10,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 2,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 3,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 4,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 5,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 6,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily A member 7,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily B member 1,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily B member 2,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily C member 1,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily C member 2,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily C member 3,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily D member 1,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily D member 2,antagonist,-1,Humans,4-AP
DB06637,Potassium voltage-gated channel subfamily D member 3,antagonist,-1,Humans,4-AP
DB00252,GABA(A) Receptor,,0,Humans,phenytoin
DB00252,Nuclear receptor subfamily 1 group I member 2,,0,Humans,phenytoin
DB00252,Potassium voltage-gated channel subfamily H member 2,inhibitor,-1,Humans,phenytoin
DB00252,Sodium channel protein type 1 subunit alpha,inhibitor,-1,Humans,phenytoin
DB00252,Sodium channel protein type 2 subunit alpha,inhibitor,-1,Humans,phenytoin
DB00252,Sodium channel protein type 3 subunit alpha,,0,Humans,phenytoin
DB00252,Sodium channel protein type 5 subunit alpha,inhibitor,-1,Humans,phenytoin
DB00252,Sodium channel protein type 8 subunit alpha,inhibitor,-1,Humans,phenytoin
DB00252,Sodium channel subunit beta-1,,0,Humans,phenytoin
DB00252,Voltage-dependent L-type calcium channel,inhibitor,-1,Humans,phenytoin
DB00928,DNA,other,0,Humans,5-azacytidine
DB00928,DNA (cytosine-5)-methyltransferase 1,inhibitor,-1,Humans,5-azacytidine
DB00928,RNA,other,0,Humans,5-azacytidine
DB01048,"HLA class I histocompatibility antigen, B-57 alpha chain",,0,Humans,abacavir
DB01048,Reverse transcriptase/RNaseH,inhibitor,-1,Human immunodeficiency virus 1,abacavir
DB00681,Ergosterol,binder,0,Candida albicans,amphotericin
DB01193,Beta-1 adrenergic receptor,partial agonist,1,Humans,acebutolol
DB01193,Beta-2 adrenergic receptor,partial agonist,1,Humans,acebutolol
DB00316,Prostaglandin E synthase 3,inhibitor,-1,Humans,acetaminophen
DB00316,Prostaglandin G/H synthase 1,inhibitor,-1,Humans,acetaminophen
DB00316,Prostaglandin G/H synthase 2,inhibitor,-1,Humans,acetaminophen
DB00316,Transient receptor potential cation channel subfamily V member 1,activator,1,Humans,acetaminophen
DB00551,Macrophage metalloelastase,inhibitor,-1,Humans,acetohydroxamic
DB00551,Urease subunit alpha,inhibitor,-1,Enterobacter aerogenes,acetohydroxamic
DB00970,DNA,adduct,0,Humans,actinomycin
DB00970,DNA topoisomerase 2,inhibitor,-1,Humans,actinomycin
DB00787,DNA polymerase catalytic subunit,inhibitor,-1,HHV-1,acyclovir
DB00787,DNA polymerase catalytic subunit,inhibitor,-1,HHV-3,acyclovir
DB00787,Thymidine kinase,potentiator,1,,acyclovir
DB00518,Fumarate reductase flavoprotein subunit,inhibitor,-1,Shewanella oneidensis (strain MR-1),albendazole
DB00518,Tubulin alpha-1A chain,inhibitor,-1,Humans,albendazole
DB00518,Tubulin beta-2 chain,inhibitor,-1,Pig roundworm,albendazole
DB00518,Tubulin beta-4B chain,inhibitor,-1,Humans,albendazole
DB01001,Beta-1 adrenergic receptor,agonist,1,Humans,salbutamol
DB01001,Beta-2 adrenergic receptor,agonist,1,Humans,salbutamol
DB01001,Beta-3 adrenergic receptor,,0,Humans,salbutamol
DB00630,Farnesyl pyrophosphate synthase,inhibitor,-1,Humans,alendronate
DB00630,Hydroxylapatite,antagonist,-1,Humans,alendronate
DB00630,Receptor-type tyrosine-protein phosphatase epsilon,inhibitor,-1,Humans,alendronate
DB00630,Receptor-type tyrosine-protein phosphatase S,inhibitor,-1,Humans,alendronate
DB00630,Tyrosine-protein phosphatase non-receptor type 4,inhibitor,-1,Humans,alendronate
DB00630,V-type proton ATPase catalytic subunit A,inhibitor,-1,Humans,alendronate
DB00346,Alpha-1 adrenergic receptors,antagonist,-1,Humans,alfuzosin
DB00346,Alpha-1A adrenergic receptor,antagonist,-1,Humans,alfuzosin
DB00346,Alpha-1B adrenergic receptor,antagonist,-1,Humans,alfuzosin
DB00346,Alpha-1D adrenergic receptor,antagonist,-1,Humans,alfuzosin
DB00437,Xanthine dehydrogenase/oxidase,inhibitor,-1,Humans,allopurinol
DB00969,5-hydroxytryptamine receptor 3A,antagonist,-1,Humans,alosetron
DB00404,GABA(A) Receptor,positive allosteric modulator,1,Humans,alprazolam
DB00404,GABA(A) Receptor Benzodiazepine Binding Site,ligand,0,Humans,alprazolam
DB00915,Dopamine D2 receptor,agonist,1,Humans,amantadine
DB00915,"Glutamate receptor ionotropic, NMDA 3A",antagonist,-1,Humans,amantadine
DB00915,Matrix protein 2,inhibitor,-1,Influenza A virus (strain A/Ann Arbor/6/1960 H2N2),amantadine
DB00915,Neuronal acetylcholine receptor subunit alpha-3,antagonist,-1,Humans,amantadine
DB00915,Neuronal acetylcholine receptor subunit alpha-4,antagonist,-1,Humans,amantadine
DB00915,Neuronal acetylcholine receptor subunit alpha-7,antagonist,-1,Humans,amantadine
DB00277,Adenosine receptor A1,antagonist,-1,Humans,theophylline
DB00277,Adenosine receptor A2a,antagonist,-1,Humans,theophylline
DB00277,Adenosine receptor A2b,antagonist,-1,Humans,theophylline
DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",inhibitor,-1,Humans,theophylline
DB00277,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",inhibitor,-1,Humans,theophylline
DB00277,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",inhibitor,-1,Humans,theophylline
DB00277,"cGMP-specific 3',5'-cyclic phosphodiesterase",inhibitor,-1,Humans,theophylline
DB00277,Copine-1,,0,Humans,theophylline
DB00277,Histone deacetylase 2,activator,1,Humans,theophylline
DB00277,Minor histocompatibility antigen H13,,0,Humans,theophylline
DB00277,Nodal modulator 1,,0,Humans,theophylline
DB00277,Poly [ADP-ribose] polymerase 1,,0,Humans,theophylline
DB00277,Protein RIC-3,,0,Humans,theophylline
DB00277,Tubulin monoglycylase TTLL3,,0,Humans,theophylline
DB01118,Beta adrenergic receptor,inhibitor,-1,Humans,amiodarone
DB01118,Beta adrenergic receptor,downregulator,-1,Humans,amiodarone
DB01118,HERG human cardiac K+ channel,inhibitor,-1,Humans,amiodarone
DB01118,Peroxisome proliferator-activated receptor alpha,agonist,1,Humans,amiodarone
DB01118,Peroxisome proliferator-activated receptor gamma,agonist,1,Humans,amiodarone
DB01118,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,agonist,1,Humans,amiodarone
DB01118,Thyroid hormone receptor,antagonist,-1,Humans and other mammals,amiodarone
DB01118,Thyroid hormone receptor,binder,0,Humans and other mammals,amiodarone
DB01118,Voltage gated L-type calcium channel,inhibitor,-1,Humans,amiodarone
DB01118,Voltage-dependent T-type calcium channel subunit alpha-1I,inhibitor,-1,Humans,amiodarone
DB06288,5-hydroxytryptamine receptor 2A,antagonist,-1,Humans,amisulpride
DB06288,5-hydroxytryptamine receptor 7,antagonist,-1,Humans,amisulpride
DB06288,Delta-type opioid receptor,agonist,1,Humans,amisulpride
DB06288,Dopamine D2 receptor,antagonist,-1,Humans,amisulpride
DB06288,Dopamine D3 receptor,antagonist,-1,Humans,amisulpride
DB06288,Kappa-type opioid receptor,agonist,1,Humans,amisulpride
DB06288,Mu-type opioid receptor,agonist,1,Humans,amisulpride
DB00321,5-hydroxytryptamine receptor 1A,inhibitor,-1,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 1A,inducer,1,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 1B,binder,0,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 1C,antagonist,-1,Rat,amitriptyline
DB00321,5-hydroxytryptamine receptor 1D,binder,0,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 2A,antagonist,-1,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 2C,antagonist,-1,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 6,antagonist,-1,Humans,amitriptyline
DB00321,5-hydroxytryptamine receptor 7,antagonist,-1,Humans,amitriptyline
DB00321,Alpha-1A adrenergic receptor,antagonist,-1,Humans,amitriptyline
DB00321,Alpha-1A adrenergic receptor,inhibitor,-1,Humans,amitriptyline
DB00321,Alpha-1B adrenergic receptor,antagonist,-1,Humans,amitriptyline
DB00321,Alpha-1D adrenergic receptor,antagonist,-1,Humans,amitriptyline
DB00321,Alpha-2A adrenergic receptor,antagonist,-1,Humans,amitriptyline
DB00321,Alpha-2A adrenergic receptor,agonist,1,Humans,amitriptyline
DB00321,BDNF/NT-3 growth factors receptor,agonist,1,Humans,amitriptyline
DB00321,Delta-type opioid receptor,agonist,1,Humans,amitriptyline
DB00321,HERG human cardiac K+ channel,blocker,-1,Humans,amitriptyline
DB00321,High affinity nerve growth factor receptor,agonist,1,Humans,amitriptyline
DB00321,High affinity nerve growth factor receptor,activator,1,Humans,amitriptyline
DB00321,Histamine H1 receptor,antagonist,-1,Humans,amitriptyline
