adr_name,base_acc,f1_test_acc,f1_f1_score,f1_recall_scaore,f1_confusion_matrix,f1_n_estimators,f1_min_sample_split,f1_max_depth,acc_test_acc,acc_f1_score,acc_recall_scaore,acc_confusion_matrix,acc_n_estimators,acc_min_sample_split,acc_max_depth,rs_test_acc,rs_f1_score,rs_recall_scaore,rs_confusion_matrix,rs_n_estimators,rs_min_sample_split,rs_max_depth
LEUKOPENIA,0.754017305315204,0.5185185185185185,0.39999999999999997,0.65,"[[29 32]
 [ 7 13]]",1,8,8,0.654320987654321,0.22222222222222224,0.2,"[[49 12]
 [16  4]]",2,3,17,0.5185185185185185,0.417910447761194,0.7,"[[28 33]
 [ 6 14]]",1,3,8
MYOCARDIALINFARCTION,0.8566131025957973,0.7901234567901234,0.32,0.3333333333333333,"[[60  9]
 [ 8  4]]",5,9,13,0.8024691358024691,0.2727272727272727,0.25,"[[62  7]
 [ 9  3]]",2,2,16,0.691358024691358,0.2857142857142857,0.4166666666666667,"[[51 18]
 [ 7  5]]",1,5,9
NEUTROPENIA,0.8108776266996292,0.654320987654321,0.26315789473684204,0.3333333333333333,"[[48 18]
 [10  5]]",7,9,11,0.7037037037037037,0.20000000000000004,0.2,"[[54 12]
 [12  3]]",2,2,15,0.6296296296296297,0.16666666666666666,0.2,"[[48 18]
 [12  3]]",3,7,8
PALPITATIONS,0.754017305315204,0.5679012345679012,0.36363636363636365,0.5,"[[36 25]
 [10 10]]",1,3,8,0.7283950617283951,0.4210526315789474,0.4,"[[51 10]
 [12  8]]",2,7,15,0.5679012345679012,0.36363636363636365,0.5,"[[36 25]
 [10 10]]",1,3,8
PANCREATITIS,0.830655129789864,0.7407407407407407,0.22222222222222224,0.21428571428571427,"[[57 10]
 [11  3]]",6,9,8,0.7160493827160493,0.08,0.07142857142857142,"[[57 10]
 [13  1]]",2,2,17,0.6419753086419753,0.2162162162162162,0.2857142857142857,"[[48 19]
 [10  4]]",1,6,13
PANCYTOPENIA,0.8949320148331273,0.8024691358024691,0.1111111111111111,0.1111111111111111,"[[64  8]
 [ 8  1]]",11,3,14,0.8395061728395061,0.13333333333333333,0.1111111111111111,"[[67  5]
 [ 8  1]]",2,2,17,0.654320987654321,0.2222222222222222,0.4444444444444444,"[[49 23]
 [ 5  4]]",1,6,8
PNEUMONIA,0.8108776266996292,0.6172839506172839,0.2051282051282051,0.26666666666666666,"[[46 20]
 [11  4]]",1,3,16,0.6172839506172839,0.1142857142857143,0.13333333333333333,"[[48 18]
 [13  2]]",6,3,17,0.5308641975308642,0.20833333333333331,0.3333333333333333,"[[38 28]
 [10  5]]",1,3,9
RENALFAILURE,0.8936959208899876,0.8271604938271605,0.125,0.1111111111111111,"[[66  6]
 [ 8  1]]",4,2,11,0.8024691358024691,0.1111111111111111,0.1111111111111111,"[[64  8]
 [ 8  1]]",2,2,15,0.7407407407407407,0.2222222222222222,0.3333333333333333,"[[57 15]
 [ 6  3]]",1,2,11
SEIZURE,0.7725587144622992,0.5432098765432098,0.21276595744680854,0.2777777777777778,"[[39 24]
 [13  5]]",1,2,9,0.6790123456790124,0.13333333333333333,0.1111111111111111,"[[53 10]
 [16  2]]",2,2,16,0.5432098765432098,0.21276595744680854,0.2777777777777778,"[[39 24]
 [13  5]]",1,2,9
STEVENSJOHNSONSYNDROME,0.788627935723115,0.7037037037037037,0.33333333333333337,0.35294117647058826,"[[51 13]
 [11  6]]",3,10,17,0.6790123456790124,0.13333333333333333,0.11764705882352941,"[[53 11]
 [15  2]]",2,5,16,0.6296296296296297,0.34782608695652173,0.47058823529411764,"[[43 21]
 [ 9  8]]",1,10,17
TACHYCARDIA,0.7330037082818295,0.6419753086419753,0.4313725490196078,0.5,"[[41 18]
 [11 11]]",7,10,10,0.691358024691358,0.3243243243243243,0.2727272727272727,"[[50  9]
 [16  6]]",2,2,14,0.5679012345679012,0.36363636363636365,0.45454545454545453,"[[36 23]
 [12 10]]",1,6,8
THROMBOCYTOPENIA,0.681087762669963,0.5802469135802469,0.3928571428571428,0.4230769230769231,"[[36 19]
 [15 11]]",12,3,9,0.6296296296296297,0.25,0.19230769230769232,"[[46  9]
 [21  5]]",2,2,17,0.5185185185185185,0.29090909090909095,0.3076923076923077,"[[34 21]
 [18  8]]",1,2,8
TOXICEPIDERMALNECROLYSIS,0.8430160692212608,0.654320987654321,0.125,0.15384615384615385,"[[51 17]
 [11  2]]",6,3,9,0.7283950617283951,0.0,0.0,"[[59  9]
 [13  0]]",2,2,17,0.6172839506172839,0.16216216216216217,0.23076923076923078,"[[47 21]
 [10  3]]",1,3,10
