adr_name,base_acc,f1_test_acc,f1_f1_score,f1_recall_scaore,f1_confusion_matrix,f1_n_estimators,f1_min_sample_split,f1_max_depth,acc_test_acc,acc_f1_score,acc_recall_scaore,acc_confusion_matrix,acc_n_estimators,acc_min_sample_split,acc_max_depth,rs_test_acc,rs_f1_score,rs_recall_scaore,rs_confusion_matrix,rs_n_estimators,rs_min_sample_split,rs_max_depth
LEUKOPENIA,0.754017305315204,0.6419753086419753,0.3829787234042553,0.45,"[[43 18]
 [11  9]]",3,3,12,0.7777777777777778,0.4,0.3,"[[57  4]
 [14  6]]",2,5,16,0.5925925925925926,0.2666666666666666,0.3,"[[42 19]
 [14  6]]",1,2,8
MYOCARDIALINFARCTION,0.8566131025957973,0.6419753086419753,0.21621621621621623,0.3333333333333333,"[[48 21]
 [ 8  4]]",1,9,14,0.8518518518518519,0.3333333333333333,0.25,"[[66  3]
 [ 9  3]]",2,2,16,0.7160493827160493,0.3428571428571428,0.5,"[[52 17]
 [ 6  6]]",1,5,8
NEUTROPENIA,0.8108776266996292,0.6049382716049383,0.2,0.26666666666666666,"[[45 21]
 [11  4]]",5,6,12,0.7530864197530864,0.37500000000000006,0.4,"[[55 11]
 [ 9  6]]",2,2,12,0.5925925925925926,0.26666666666666666,0.4,"[[42 24]
 [ 9  6]]",1,4,9
PALPITATIONS,0.754017305315204,0.6296296296296297,0.34782608695652173,0.4,"[[43 18]
 [12  8]]",3,3,8,0.654320987654321,0.3,0.3,"[[47 14]
 [14  6]]",2,7,15,0.6666666666666666,0.4489795918367347,0.55,"[[43 18]
 [ 9 11]]",1,9,8
PANCREATITIS,0.830655129789864,0.5185185185185185,0.09302325581395349,0.14285714285714285,"[[40 27]
 [12  2]]",3,7,11,0.691358024691358,0.24242424242424243,0.2857142857142857,"[[52 15]
 [10  4]]",2,2,17,0.5185185185185185,0.09302325581395349,0.14285714285714285,"[[40 27]
 [12  2]]",3,7,11
PANCYTOPENIA,0.8949320148331273,0.7407407407407407,0.2222222222222222,0.3333333333333333,"[[57 15]
 [ 6  3]]",4,10,11,0.8395061728395061,0.13333333333333333,0.1111111111111111,"[[67  5]
 [ 8  1]]",2,2,16,0.6666666666666666,0.18181818181818182,0.3333333333333333,"[[51 21]
 [ 6  3]]",2,5,8
PNEUMONIA,0.8108776266996292,0.654320987654321,0.26315789473684204,0.3333333333333333,"[[48 18]
 [10  5]]",1,10,14,0.7407407407407407,0.22222222222222224,0.2,"[[57  9]
 [12  3]]",2,4,16,0.6790123456790124,0.23529411764705882,0.26666666666666666,"[[51 15]
 [11  4]]",1,6,8
RENALFAILURE,0.8936959208899876,0.691358024691358,0.1935483870967742,0.3333333333333333,"[[53 19]
 [ 6  3]]",1,4,11,0.8271604938271605,0.125,0.1111111111111111,"[[66  6]
 [ 8  1]]",2,3,16,0.691358024691358,0.1935483870967742,0.3333333333333333,"[[53 19]
 [ 6  3]]",1,4,11
SEIZURE,0.7725587144622992,0.7037037037037037,0.3333333333333333,0.3333333333333333,"[[51 12]
 [12  6]]",4,2,8,0.7777777777777778,0.4,0.3333333333333333,"[[57  6]
 [12  6]]",8,2,15,0.6790123456790124,0.40909090909090906,0.5,"[[46 17]
 [ 9  9]]",1,5,8
STEVENSJOHNSONSYNDROME,0.788627935723115,0.8148148148148148,0.5161290322580646,0.47058823529411764,"[[58  6]
 [ 9  8]]",9,5,14,0.7283950617283951,0.3125,0.29411764705882354,"[[54 10]
 [12  5]]",2,4,17,0.6666666666666666,0.27027027027027023,0.29411764705882354,"[[49 15]
 [12  5]]",1,9,9
TACHYCARDIA,0.7330037082818295,0.7037037037037037,0.4999999999999999,0.5454545454545454,"[[45 14]
 [10 12]]",4,6,8,0.7160493827160493,0.30303030303030304,0.22727272727272727,"[[53  6]
 [17  5]]",2,2,17,0.5555555555555556,0.3333333333333333,0.4090909090909091,"[[36 23]
 [13  9]]",1,8,8
THROMBOCYTOPENIA,0.681087762669963,0.5679012345679012,0.3859649122807018,0.4230769230769231,"[[35 20]
 [15 11]]",12,8,14,0.691358024691358,0.3902439024390244,0.3076923076923077,"[[48  7]
 [18  8]]",2,2,17,0.6049382716049383,0.42857142857142855,0.46153846153846156,"[[37 18]
 [14 12]]",1,10,8
TOXICEPIDERMALNECROLYSIS,0.8430160692212608,0.7530864197530864,0.16666666666666669,0.15384615384615385,"[[59  9]
 [11  2]]",6,8,10,0.8395061728395061,0.380952380952381,0.3076923076923077,"[[64  4]
 [ 9  4]]",2,3,17,0.5432098765432098,0.21276595744680854,0.38461538461538464,"[[39 29]
 [ 8  5]]",1,5,8
