atccode,drug_name,target_name,action
B01AE02,Lepirudin,Prothrombin,inhibitor
L01FE01,Cetuximab,Epidermal growth factor receptor,binder
L01FE01,Cetuximab,Low affinity immunoglobulin gamma Fc region receptor III-B,binder
L01FE01,Cetuximab,Complement C1q subcomponent subunit A,binder
L01FE01,Cetuximab,Complement C1q subcomponent subunit B,binder
L01FE01,Cetuximab,Complement C1q subcomponent subunit C,binder
L01FE01,Cetuximab,Low affinity immunoglobulin gamma Fc region receptor III-A,binder
L01FE01,Cetuximab,High affinity immunoglobulin gamma Fc receptor I,binder
L01FE01,Cetuximab,Low affinity immunoglobulin gamma Fc region receptor II-a,binder
L01XX29,Denileukin diftitox,Interleukin-2 receptor subunit alpha,binder
L01XX29,Denileukin diftitox,Interleukin-2 receptor subunit alpha,agonist
L01XX29,Denileukin diftitox,Interleukin-2 receptor subunit beta,binder
L01XX29,Denileukin diftitox,Interleukin-2 receptor subunit beta,agonist
L01XX29,Denileukin diftitox,Cytokine receptor common subunit gamma,binder
L01XX29,Denileukin diftitox,Cytokine receptor common subunit gamma,agonist
L04AB01,Etanercept,Tumor necrosis factor,antibody
L04AB01,Etanercept,Tumor necrosis factor,ligand
L04AB01,Etanercept,High affinity immunoglobulin gamma Fc receptor I,antibody
L04AB01,Etanercept,High affinity immunoglobulin gamma Fc receptor I,ligand
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-a,antibody
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-a,ligand
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-b,antibody
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-b,ligand
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-c,antibody
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor II-c,ligand
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor III-A,antibody
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor III-A,ligand
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor III-B,antibody
L04AB01,Etanercept,Low affinity immunoglobulin gamma Fc region receptor III-B,ligand
L04AB01,Etanercept,Lymphotoxin-alpha,antibody
L04AB01,Etanercept,Lymphotoxin-alpha,ligand
L04AB01,Etanercept,Complement component 1q (C1q),antibody
L04AB01,Etanercept,Complement component 1q (C1q),ligand
B01AE06,Bivalirudin,Prothrombin,inhibitor
L03AB11,Peginterferon alfa-2a,Interferon alpha/beta receptor 2,agonist
L03AB11,Peginterferon alfa-2a,Interferon alpha/beta receptor 1,agonist
B01AD02,Alteplase,Plasminogen,activator
B01AD02,Alteplase,Fibrinogen alpha chain,activator
B01AD02,Alteplase,Urokinase plasminogen activator surface receptor,activator
B01AD02,Alteplase,Plasminogen activator inhibitor 1,activator
H01AC04,Sermorelin,Growth hormone-releasing hormone receptor,agonist
L03AB06,Interferon alfa-n1,Interferon alpha/beta receptor 1,agonist
L03AB06,Interferon alfa-n1,Interferon alpha/beta receptor 2,agonist
B03XA02,Darbepoetin alfa,Erythropoietin receptor,agonist
B01AD04,Urokinase,Plasminogen,activator
B01AD04,Urokinase,Plasminogen,inducer
B01AD04,Urokinase,Plasminogen,modulator
B01AD04,Urokinase,Plasminogen,substrate
B01AD04,Urokinase,Plasminogen,ligand
B01AD04,Urokinase,Urokinase plasminogen activator surface receptor,activator
B01AD04,Urokinase,Urokinase plasminogen activator surface receptor,inducer
B01AD04,Urokinase,Urokinase plasminogen activator surface receptor,modulator
B01AD04,Urokinase,Urokinase plasminogen activator surface receptor,substrate
B01AD04,Urokinase,Urokinase plasminogen activator surface receptor,ligand
B01AD04,Urokinase,Plasminogen activator inhibitor 1,activator
B01AD04,Urokinase,Plasminogen activator inhibitor 1,inducer
B01AD04,Urokinase,Plasminogen activator inhibitor 1,modulator
B01AD04,Urokinase,Plasminogen activator inhibitor 1,substrate
B01AD04,Urokinase,Plasminogen activator inhibitor 1,ligand
B01AD04,Urokinase,Plasminogen activator inhibitor 2,activator
B01AD04,Urokinase,Plasminogen activator inhibitor 2,inducer
B01AD04,Urokinase,Plasminogen activator inhibitor 2,modulator
B01AD04,Urokinase,Plasminogen activator inhibitor 2,substrate
B01AD04,Urokinase,Plasminogen activator inhibitor 2,ligand
B01AD04,Urokinase,Plasma serine protease inhibitor,activator
B01AD04,Urokinase,Plasma serine protease inhibitor,inducer
B01AD04,Urokinase,Plasma serine protease inhibitor,modulator
B01AD04,Urokinase,Plasma serine protease inhibitor,substrate
B01AD04,Urokinase,Plasma serine protease inhibitor,ligand
B01AD04,Urokinase,Low-density lipoprotein receptor-related protein 2,activator
B01AD04,Urokinase,Low-density lipoprotein receptor-related protein 2,inducer
B01AD04,Urokinase,Low-density lipoprotein receptor-related protein 2,modulator
B01AD04,Urokinase,Low-density lipoprotein receptor-related protein 2,substrate
B01AD04,Urokinase,Low-density lipoprotein receptor-related protein 2,ligand
B01AD04,Urokinase,Suppressor of tumorigenicity 14 protein,activator
B01AD04,Urokinase,Suppressor of tumorigenicity 14 protein,inducer
B01AD04,Urokinase,Suppressor of tumorigenicity 14 protein,modulator
B01AD04,Urokinase,Suppressor of tumorigenicity 14 protein,substrate
B01AD04,Urokinase,Suppressor of tumorigenicity 14 protein,ligand
B01AD04,Urokinase,Nidogen-1,activator
B01AD04,Urokinase,Nidogen-1,inducer
B01AD04,Urokinase,Nidogen-1,modulator
B01AD04,Urokinase,Nidogen-1,substrate
B01AD04,Urokinase,Nidogen-1,ligand
L02AE03,Goserelin,Lutropin-choriogonadotropic hormone receptor,agonist
L02AE03,Goserelin,Gonadotropin-releasing hormone receptor,agonist
B01AD07,Reteplase,Plasminogen,activator
B01AD07,Reteplase,Fibrinogen alpha chain,activator
B01AD07,Reteplase,Plasminogen activator inhibitor 1,activator
B03XA01,Erythropoietin,Erythropoietin receptor,agonist
L03AA13,Pegfilgrastim,Granulocyte colony-stimulating factor receptor,agonist
L03AA09,Sargramostim,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,agonist
L03AA09,Sargramostim,Interleukin-3 receptor subunit alpha,agonist
L03AA09,Sargramostim,Cytokine receptor common subunit beta,agonist
L03AA09,Sargramostim,Syndecan-2,agonist
L03AA09,Sargramostim,Bone marrow proteoglycan,agonist
L03AB10,Peginterferon alfa-2b,Interferon alpha/beta receptor 1,agonist
L03AB10,Peginterferon alfa-2b,Interferon alpha/beta receptor 2,agonist
H01AB01,Thyrotropin alfa,Thyrotropin receptor,agonist
L04AC03,Anakinra,Interleukin-1 receptor type 1,antagonist
B01AD03,Anistreplase,Plasminogen,activator
B01AD03,Anistreplase,Fibrinogen alpha chain,activator
B01AD03,Anistreplase,Plasminogen activator inhibitor 1,activator
B01AD11,Tenecteplase,Plasminogen,activator
B01AD11,Tenecteplase,Fibrinogen alpha chain,activator
B01AD11,Tenecteplase,Urokinase plasminogen activator surface receptor,activator
B01AD11,Tenecteplase,Plasminogen activator inhibitor 1,activator
B01AD11,Tenecteplase,Plasminogen activator inhibitor 2,activator
B01AD11,Tenecteplase,Tetranectin,activator
B01AD11,Tenecteplase,"Keratin, type II cytoskeletal 8",activator
B01AD11,Tenecteplase,Annexin A2,activator
B01AD11,Tenecteplase,Calreticulin,activator
B01AD11,Tenecteplase,Calnexin,activator
B01AD11,Tenecteplase,Prolow-density lipoprotein receptor-related protein 1,activator
H01BA02,Desmopressin,Vasopressin V2 receptor,agonist
H01BA02,Desmopressin,Vasopressin V1a receptor,agonist
H01BA02,Desmopressin,Vasopressin V1b receptor,agonist
L03AC02,Oprelvekin,Interleukin-11 receptor subunit alpha,agonist
V03AF08,Palifermin,Fibroblast growth factor receptor 2,agonist
V03AF08,Palifermin,Fibroblast growth factor receptor 2,binder
V03AF08,Palifermin,Fibroblast growth factor receptor 2,ligand
V03AF08,Palifermin,Fibroblast growth factor receptor 1,agonist
V03AF08,Palifermin,Fibroblast growth factor receptor 1,binder
V03AF08,Palifermin,Fibroblast growth factor receptor 1,ligand
V03AF08,Palifermin,Basement membrane-specific heparan sulfate proteoglycan core protein,agonist
V03AF08,Palifermin,Basement membrane-specific heparan sulfate proteoglycan core protein,binder
V03AF08,Palifermin,Basement membrane-specific heparan sulfate proteoglycan core protein,ligand
H04AA01,Glucagon,Glucagon receptor,agonist
H04AA01,Glucagon,Glucagon-like peptide 2 receptor,agonist
H04AA01,Glucagon,Glucagon-like peptide 1 receptor,agonist
L03AC01,Aldesleukin,Interleukin-2 receptor subunit beta,agonist
L03AC01,Aldesleukin,Interleukin-2 receptor subunit beta,modulator
L03AC01,Aldesleukin,Interleukin-2 receptor subunit alpha,agonist
L03AC01,Aldesleukin,Interleukin-2 receptor subunit alpha,modulator
L03AC01,Aldesleukin,Cytokine receptor common subunit gamma,agonist
L03AC01,Aldesleukin,Cytokine receptor common subunit gamma,modulator
R03DX05,Omalizumab,High affinity immunoglobulin epsilon receptor subunit alpha,inhibitor
R03DX05,Omalizumab,High affinity immunoglobulin epsilon receptor subunit beta,inhibitor
G03GA07,Lutropin alfa,Lutropin-choriogonadotropic hormone receptor,agonist
A10AB04,Insulin lispro,Insulin receptor,agonist
A10AB04,Insulin lispro,Insulin receptor,activator
A10AB04,Insulin lispro,Insulin-like growth factor 1 receptor,agonist
A10AB04,Insulin lispro,Insulin-like growth factor 1 receptor,activator
A10AE04,Insulin glargine,Insulin receptor,agonist
A10AE04,Insulin glargine,Insulin receptor,activator
A10AE04,Insulin glargine,Insulin-like growth factor 1 receptor,agonist
A10AE04,Insulin glargine,Insulin-like growth factor 1 receptor,activator
M09AB02,Collagenase clostridium histolyticum,Collagen alpha-1(I) chain,binder
M09AB02,Collagenase clostridium histolyticum,Collagen alpha-1(II) chain,binder
M09AB02,Collagenase clostridium histolyticum,Collagen alpha-1(III) chain,binder
V03AF07,Rasburicase,Uric acid,metabolizer
H01CC02,Cetrorelix,Gonadotropin-releasing hormone receptor,antagonist
H01CC02,Cetrorelix,Lutropin-choriogonadotropic hormone receptor,antagonist
L04AB04,Adalimumab,Tumor necrosis factor,antibody
A16AB02,Imiglucerase,Glucocerebroside,other/unknown
B01AC13,Abciximab,Integrin beta-3,antagonist
B01AC13,Abciximab,Integrin alpha-IIb,antagonist
B01AC13,Abciximab,Low affinity immunoglobulin gamma Fc region receptor II-a,antagonist
B01AC13,Abciximab,Low affinity immunoglobulin gamma Fc region receptor II-b,antagonist
B01AC13,Abciximab,Vitronectin,antagonist
L01FX02,Gemtuzumab ozogamicin,Myeloid cell surface antigen CD33,antibody
L01FX02,Gemtuzumab ozogamicin,Low affinity immunoglobulin gamma Fc region receptor III-B,antibody
L01FX02,Gemtuzumab ozogamicin,Low affinity immunoglobulin gamma Fc region receptor III-A,antibody
L01FX02,Gemtuzumab ozogamicin,High affinity immunoglobulin gamma Fc receptor I,antibody
L01XX24,Pegaspargase,L-asparagine,other/unknown
L03AB07,Interferon beta-1a,Interferon alpha/beta receptor 1,agonist
L03AB07,Interferon beta-1a,Interferon alpha/beta receptor 2,agonist
L03AX04,Pegademase,Adenosine,metabolizer
L03AX04,Pegademase,Adenosine,binder
L03AX04,Pegademase,Growth factor receptor-bound protein 2,metabolizer
L03AX04,Pegademase,Growth factor receptor-bound protein 2,binder
L04AB02,Infliximab,Tumor necrosis factor,inhibitor
L03AB08,Interferon beta-1b,Interferon alpha/beta receptor 1,agonist
L03AB08,Interferon beta-1b,Interferon alpha/beta receptor 2,agonist
L03AB09,Interferon alfacon-1,Interferon alpha/beta receptor 1,binder
L03AB09,Interferon alfacon-1,Interferon alpha/beta receptor 2,binder
L01FD01,Trastuzumab,Receptor tyrosine-protein kinase erbB-2,binder
L01FD01,Trastuzumab,Receptor tyrosine-protein kinase erbB-2,antibody
L01FA01,Rituximab,B-lymphocyte antigen CD20,antibody
L04AC02,Basiliximab,Interleukin-2 receptor subunit alpha,antibody
L04AC02,Basiliximab,Interleukin-2 receptor subunit beta,antibody
J01XX09,Daptomycin,Cytoplasmic membrane,incorporation into and destabilization
H01AX01,Pegvisomant,Growth hormone receptor,antagonist
B01AD01,Streptokinase,Plasminogen,activator
B01AD01,Streptokinase,Proteinase-activated receptor 1,activator
L04AA34,Alemtuzumab,CAMPATH-1 antigen,antibody
L04AA34,Alemtuzumab,Low affinity immunoglobulin gamma Fc region receptor III-B,antibody
L04AA34,Alemtuzumab,Low affinity immunoglobulin gamma Fc region receptor III-A,antibody
L04AA34,Alemtuzumab,High affinity immunoglobulin gamma Fc receptor I,antibody
L04AA34,Alemtuzumab,Low affinity immunoglobulin gamma Fc region receptor II-a,antibody
L04AA34,Alemtuzumab,Low affinity immunoglobulin gamma Fc region receptor II-b,antibody
L04AA34,Alemtuzumab,Low affinity immunoglobulin gamma Fc region receptor II-c,antibody
A16AB01,Alglucerase,Glucocerebroside,other/unknown
A16AB05,Laronidase,Iduronic acid,other/unknown
L04AA15,Alefacept,T-cell surface antigen CD2,inhibitor
L04AA15,Alefacept,Low affinity immunoglobulin gamma Fc region receptor III-A,inhibitor
L04AA15,Alefacept,Low affinity immunoglobulin gamma Fc region receptor III-B,inhibitor
G03GA04,Urofollitropin,Follicle-stimulating hormone receptor,agonist
L04AA21,Efalizumab,Integrin alpha-L,antibody
L04AA21,Efalizumab,Integrin alpha-X,antibody
G03GA08,Choriogonadotropin alfa,Lutropin-choriogonadotropic hormone receptor,binder
G03GA08,Choriogonadotropin alfa,Follicle-stimulating hormone receptor,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD1a,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD1a,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD1a,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Major histocompatibility complex class I-related gene protein,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Major histocompatibility complex class I-related gene protein,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Major histocompatibility complex class I-related gene protein,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-L,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-L,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-L,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),T-lymphocyte activation antigen CD86,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),T-lymphocyte activation antigen CD86,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),T-lymphocyte activation antigen CD86,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Low affinity immunoglobulin gamma Fc region receptor II-b,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Low affinity immunoglobulin gamma Fc region receptor II-b,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Low affinity immunoglobulin gamma Fc region receptor II-b,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD4,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD4,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),T-cell surface glycoprotein CD4,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-1,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-1,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-1,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-V,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-V,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin alpha-V,binder
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-3,inhibitor
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-3,antagonist
L04AA04,Antithymocyte immunoglobulin (rabbit),Integrin beta-3,binder
L03AA02,Filgrastim,Granulocyte colony-stimulating factor receptor,stimulator
L03AA02,Filgrastim,Granulocyte colony-stimulating factor receptor,other/unknown
L03AA02,Filgrastim,Neutrophil elastase,stimulator
L03AA02,Filgrastim,Neutrophil elastase,other/unknown
A16AB04,Agalsidase beta,Globotriaosylceramide,metabolizer
A16AB04,Agalsidase beta,Globotriaosylceramide,ligand
H01CB02,Octreotide,Somatostatin receptor,agonist
L03AB05,Interferon alfa-2b,Interferon alpha/beta receptor 2,binder
L03AB05,Interferon alfa-2b,Interferon alpha/beta receptor 1,binder
L02BX01,Abarelix,Gonadotropin-releasing hormone receptor,antagonist
H01BB02,Oxytocin,Oxytocin receptor,agonist
L04AA23,Natalizumab,Integrin alpha-4,antibody
L04AA23,Natalizumab,Low affinity immunoglobulin gamma Fc region receptor III-B,antibody
L04AA23,Natalizumab,Intercellular adhesion molecule 1,antibody
L04AA23,Natalizumab,High affinity immunoglobulin gamma Fc receptor I,antibody
L04AC01,Daclizumab,Interleukin-2 receptor subunit alpha,antibody
L04AC01,Daclizumab,Interleukin-2 receptor subunit beta,antibody
L04AC01,Daclizumab,Low affinity immunoglobulin gamma Fc region receptor III-B,antibody
L04AC01,Daclizumab,Complement C1r subcomponent,antibody
L04AC01,Daclizumab,Complement C1q subcomponent subunit A,antibody
L04AC01,Daclizumab,Complement C1q subcomponent subunit B,antibody
L04AC01,Daclizumab,Complement C1q subcomponent subunit C,antibody
L04AC01,Daclizumab,Low affinity immunoglobulin gamma Fc region receptor III-A,antibody
L04AC01,Daclizumab,High affinity immunoglobulin gamma Fc receptor I,antibody
L04AC01,Daclizumab,Low affinity immunoglobulin gamma Fc region receptor II-a,antibody
L04AC01,Daclizumab,Low affinity immunoglobulin gamma Fc region receptor II-b,antibody
L04AC01,Daclizumab,Low affinity immunoglobulin gamma Fc region receptor II-c,antibody
A11HA06,Pyridoxal phosphate,"Alanine--glyoxylate aminotransferase 2, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Alanine--glyoxylate aminotransferase 2, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Alanine--glyoxylate aminotransferase 2, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Alanine--glyoxylate aminotransferase 2, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase 1,cofactor
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase 1,activator
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase 1,inhibitor
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase 1,binder
A11HA06,Pyridoxal phosphate,Cystathionine beta-synthase,cofactor
A11HA06,Pyridoxal phosphate,Cystathionine beta-synthase,activator
A11HA06,Pyridoxal phosphate,Cystathionine beta-synthase,inhibitor
A11HA06,Pyridoxal phosphate,Cystathionine beta-synthase,binder
A11HA06,Pyridoxal phosphate,Kynureninase,cofactor
A11HA06,Pyridoxal phosphate,Kynureninase,activator
A11HA06,Pyridoxal phosphate,Kynureninase,inhibitor
A11HA06,Pyridoxal phosphate,Kynureninase,binder
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, cytosolic",cofactor
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, cytosolic",activator
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, cytosolic",inhibitor
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, cytosolic",binder
A11HA06,Pyridoxal phosphate,"Cysteine desulfurase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Cysteine desulfurase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Cysteine desulfurase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Cysteine desulfurase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, cytoplasmic",cofactor
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, cytoplasmic",activator
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, cytoplasmic",inhibitor
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, cytoplasmic",binder
A11HA06,Pyridoxal phosphate,"Ornithine aminotransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Ornithine aminotransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Ornithine aminotransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Ornithine aminotransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Ornithine decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Ornithine decarboxylase,activator
A11HA06,Pyridoxal phosphate,Ornithine decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Ornithine decarboxylase,binder
A11HA06,Pyridoxal phosphate,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,"4-aminobutyrate aminotransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"4-aminobutyrate aminotransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"4-aminobutyrate aminotransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"4-aminobutyrate aminotransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Pyridoxine-5'-phosphate oxidase,cofactor
A11HA06,Pyridoxal phosphate,Pyridoxine-5'-phosphate oxidase,activator
A11HA06,Pyridoxal phosphate,Pyridoxine-5'-phosphate oxidase,inhibitor
A11HA06,Pyridoxal phosphate,Pyridoxine-5'-phosphate oxidase,binder
A11HA06,Pyridoxal phosphate,Sphingosine-1-phosphate lyase 1,cofactor
A11HA06,Pyridoxal phosphate,Sphingosine-1-phosphate lyase 1,activator
A11HA06,Pyridoxal phosphate,Sphingosine-1-phosphate lyase 1,inhibitor
A11HA06,Pyridoxal phosphate,Sphingosine-1-phosphate lyase 1,binder
A11HA06,Pyridoxal phosphate,Tyrosine aminotransferase,cofactor
A11HA06,Pyridoxal phosphate,Tyrosine aminotransferase,activator
A11HA06,Pyridoxal phosphate,Tyrosine aminotransferase,inhibitor
A11HA06,Pyridoxal phosphate,Tyrosine aminotransferase,binder
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 1,cofactor
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 1,activator
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 1,inhibitor
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 1,binder
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, liver form",cofactor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, liver form",activator
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, liver form",inhibitor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, liver form",binder
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 2,cofactor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 2,activator
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 2,inhibitor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 2,binder
A11HA06,Pyridoxal phosphate,Cysteine sulfinic acid decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Cysteine sulfinic acid decarboxylase,activator
A11HA06,Pyridoxal phosphate,Cysteine sulfinic acid decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Cysteine sulfinic acid decarboxylase,binder
A11HA06,Pyridoxal phosphate,Histidine decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Histidine decarboxylase,activator
A11HA06,Pyridoxal phosphate,Histidine decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Histidine decarboxylase,binder
A11HA06,Pyridoxal phosphate,Arginine decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Arginine decarboxylase,activator
A11HA06,Pyridoxal phosphate,Arginine decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Arginine decarboxylase,binder
A11HA06,Pyridoxal phosphate,L-serine dehydratase/L-threonine deaminase,cofactor
A11HA06,Pyridoxal phosphate,L-serine dehydratase/L-threonine deaminase,activator
A11HA06,Pyridoxal phosphate,L-serine dehydratase/L-threonine deaminase,inhibitor
A11HA06,Pyridoxal phosphate,L-serine dehydratase/L-threonine deaminase,binder
A11HA06,Pyridoxal phosphate,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,"Glycine dehydrogenase [decarboxylating], mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Glycine dehydrogenase [decarboxylating], mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Glycine dehydrogenase [decarboxylating], mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Glycine dehydrogenase [decarboxylating], mitochondrial",binder
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 1,cofactor
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 1,activator
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 1,inhibitor
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 1,binder
A11HA06,Pyridoxal phosphate,Phosphoserine aminotransferase,cofactor
A11HA06,Pyridoxal phosphate,Phosphoserine aminotransferase,activator
A11HA06,Pyridoxal phosphate,Phosphoserine aminotransferase,inhibitor
A11HA06,Pyridoxal phosphate,Phosphoserine aminotransferase,binder
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, nonspecific, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, nonspecific, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, nonspecific, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, nonspecific, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Serine--pyruvate aminotransferase,cofactor
A11HA06,Pyridoxal phosphate,Serine--pyruvate aminotransferase,activator
A11HA06,Pyridoxal phosphate,Serine--pyruvate aminotransferase,inhibitor
A11HA06,Pyridoxal phosphate,Serine--pyruvate aminotransferase,binder
A11HA06,Pyridoxal phosphate,Pyridoxal phosphate phosphatase,cofactor
A11HA06,Pyridoxal phosphate,Pyridoxal phosphate phosphatase,activator
A11HA06,Pyridoxal phosphate,Pyridoxal phosphate phosphatase,inhibitor
A11HA06,Pyridoxal phosphate,Pyridoxal phosphate phosphatase,binder
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 1,cofactor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 1,activator
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 1,inhibitor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 1,binder
A11HA06,Pyridoxal phosphate,Cystathionine gamma-lyase,cofactor
A11HA06,Pyridoxal phosphate,Cystathionine gamma-lyase,activator
A11HA06,Pyridoxal phosphate,Cystathionine gamma-lyase,inhibitor
A11HA06,Pyridoxal phosphate,Cystathionine gamma-lyase,binder
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, cytosolic",cofactor
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, cytosolic",activator
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, cytosolic",inhibitor
