atccode,drug_name,target_name,action
B02BX09,Fostamatinib,Ephrin type-A receptor 1,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 2,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 2,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 3,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 3,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 4,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 4,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 5,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 5,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 6,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 6,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 7,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 7,antagonist
B02BX09,Fostamatinib,Ephrin type-A receptor 8,inhibitor
B02BX09,Fostamatinib,Ephrin type-A receptor 8,antagonist
B02BX09,Fostamatinib,Ephrin type-B receptor 1,inhibitor
B02BX09,Fostamatinib,Ephrin type-B receptor 1,antagonist
B02BX09,Fostamatinib,Ephrin type-B receptor 2,inhibitor
B02BX09,Fostamatinib,Ephrin type-B receptor 2,antagonist
B02BX09,Fostamatinib,Ephrin type-B receptor 4,inhibitor
B02BX09,Fostamatinib,Ephrin type-B receptor 4,antagonist
B02BX09,Fostamatinib,Ephrin type-B receptor 6,inhibitor
B02BX09,Fostamatinib,Ephrin type-B receptor 6,antagonist
B02BX09,Fostamatinib,Receptor tyrosine-protein kinase erbB-2,inhibitor
B02BX09,Fostamatinib,Receptor tyrosine-protein kinase erbB-2,antagonist
B02BX09,Fostamatinib,Receptor tyrosine-protein kinase erbB-4,inhibitor
B02BX09,Fostamatinib,Receptor tyrosine-protein kinase erbB-4,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase/endoribonuclease IRE1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase/endoribonuclease IRE1,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Fer,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Fer,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Fes/Fps,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Fes/Fps,antagonist
B02BX09,Fostamatinib,Fibroblast growth factor receptor 1,inhibitor
B02BX09,Fostamatinib,Fibroblast growth factor receptor 1,antagonist
B02BX09,Fostamatinib,Fibroblast growth factor receptor 2,inhibitor
B02BX09,Fostamatinib,Fibroblast growth factor receptor 2,antagonist
B02BX09,Fostamatinib,Fibroblast growth factor receptor 3,inhibitor
B02BX09,Fostamatinib,Fibroblast growth factor receptor 3,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Fgr,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Fgr,antagonist
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 1,inhibitor
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 1,antagonist
B02BX09,Fostamatinib,Receptor-type tyrosine-protein kinase FLT3,inhibitor
B02BX09,Fostamatinib,Receptor-type tyrosine-protein kinase FLT3,antagonist
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 3,inhibitor
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase mTOR,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase mTOR,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase FRK,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase FRK,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Fyn,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Fyn,antagonist
B02BX09,Fostamatinib,Cyclin-G-associated kinase,inhibitor
B02BX09,Fostamatinib,Cyclin-G-associated kinase,antagonist
B02BX09,Fostamatinib,Glycogen synthase kinase-3 alpha,inhibitor
B02BX09,Fostamatinib,Glycogen synthase kinase-3 alpha,antagonist
B02BX09,Fostamatinib,Glycogen synthase kinase-3 beta,inhibitor
B02BX09,Fostamatinib,Glycogen synthase kinase-3 beta,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase HCK,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase HCK,antagonist
B02BX09,Fostamatinib,Homeodomain-interacting protein kinase 2,inhibitor
B02BX09,Fostamatinib,Homeodomain-interacting protein kinase 2,antagonist
B02BX09,Fostamatinib,Homeodomain-interacting protein kinase 3,inhibitor
B02BX09,Fostamatinib,Homeodomain-interacting protein kinase 3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase ICK,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase ICK,antagonist
B02BX09,Fostamatinib,Inhibitor of nuclear factor kappa-B kinase subunit beta,inhibitor
B02BX09,Fostamatinib,Inhibitor of nuclear factor kappa-B kinase subunit beta,antagonist
B02BX09,Fostamatinib,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,inhibitor
B02BX09,Fostamatinib,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,antagonist
B02BX09,Fostamatinib,Insulin receptor,inhibitor
B02BX09,Fostamatinib,Insulin receptor,antagonist
B02BX09,Fostamatinib,Insulin receptor-related protein,inhibitor
B02BX09,Fostamatinib,Insulin receptor-related protein,antagonist
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 1,inhibitor
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 1,antagonist
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 3,inhibitor
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 3,antagonist
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 4,inhibitor
B02BX09,Fostamatinib,Interleukin-1 receptor-associated kinase 4,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase ITK/TSK,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase ITK/TSK,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase JAK2,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase JAK2,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase JAK3,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase JAK3,antagonist
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 2,inhibitor
B02BX09,Fostamatinib,Vascular endothelial growth factor receptor 2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK3,antagonist
B02BX09,Fostamatinib,Mast/stem cell growth factor receptor Kit,inhibitor
B02BX09,Fostamatinib,Mast/stem cell growth factor receptor Kit,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase LATS1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase LATS1,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Lck,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Lck,antagonist
B02BX09,Fostamatinib,LIM domain kinase 1,inhibitor
B02BX09,Fostamatinib,LIM domain kinase 1,antagonist
B02BX09,Fostamatinib,LIM domain kinase 2,inhibitor
B02BX09,Fostamatinib,LIM domain kinase 2,antagonist
B02BX09,Fostamatinib,Leucine-rich repeat serine/threonine-protein kinase 2,inhibitor
B02BX09,Fostamatinib,Leucine-rich repeat serine/threonine-protein kinase 2,antagonist
B02BX09,Fostamatinib,Leukocyte tyrosine kinase receptor,inhibitor
B02BX09,Fostamatinib,Leukocyte tyrosine kinase receptor,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Lyn,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Lyn,antagonist
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 2,inhibitor
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 2,antagonist
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 3,inhibitor
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 3,antagonist
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 5,inhibitor
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 5,antagonist
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 6,inhibitor
B02BX09,Fostamatinib,Dual specificity mitogen-activated protein kinase kinase 6,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 1,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 1,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 10,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 10,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 11,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 11,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 12,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 12,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 13,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 13,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 15,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 15,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 2,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 2,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 3,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 3,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 4,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 4,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 6,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 6,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 9,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase 9,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 1,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 1,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 2,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 2,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 3,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 3,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 4,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 4,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 5,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase kinase kinase kinase 5,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 10,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 10,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 13,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 13,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 14,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 14,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 15,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 15,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 4,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 4,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 7,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 7,antagonist
B02BX09,Fostamatinib,Mitogen-activated protein kinase 9,inhibitor
B02BX09,Fostamatinib,Mitogen-activated protein kinase 9,antagonist
B02BX09,Fostamatinib,MAP kinase-activated protein kinase 5,inhibitor
B02BX09,Fostamatinib,MAP kinase-activated protein kinase 5,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase MARK1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase MARK1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase MARK2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase MARK2,antagonist
B02BX09,Fostamatinib,MAP/microtubule affinity-regulating kinase 3,inhibitor
B02BX09,Fostamatinib,MAP/microtubule affinity-regulating kinase 3,antagonist
B02BX09,Fostamatinib,MAP/microtubule affinity-regulating kinase 4,inhibitor
B02BX09,Fostamatinib,MAP/microtubule affinity-regulating kinase 4,antagonist
B02BX09,Fostamatinib,CLIP-associating protein 1,inhibitor
B02BX09,Fostamatinib,CLIP-associating protein 1,antagonist
B02BX09,Fostamatinib,Microtubule-associated serine/threonine-protein kinase 1,inhibitor
B02BX09,Fostamatinib,Microtubule-associated serine/threonine-protein kinase 1,antagonist
B02BX09,Fostamatinib,Megakaryocyte-associated tyrosine-protein kinase,inhibitor
B02BX09,Fostamatinib,Megakaryocyte-associated tyrosine-protein kinase,antagonist
B02BX09,Fostamatinib,Maternal embryonic leucine zipper kinase,inhibitor
B02BX09,Fostamatinib,Maternal embryonic leucine zipper kinase,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Mer,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Mer,antagonist
B02BX09,Fostamatinib,Misshapen-like kinase 1,inhibitor
B02BX09,Fostamatinib,Misshapen-like kinase 1,antagonist
B02BX09,Fostamatinib,MAP kinase-interacting serine/threonine-protein kinase 1,inhibitor
B02BX09,Fostamatinib,MAP kinase-interacting serine/threonine-protein kinase 1,antagonist
B02BX09,Fostamatinib,MAP kinase-interacting serine/threonine-protein kinase 2,inhibitor
B02BX09,Fostamatinib,MAP kinase-interacting serine/threonine-protein kinase 2,antagonist
B02BX09,Fostamatinib,Macrophage-stimulating protein receptor,inhibitor
B02BX09,Fostamatinib,Macrophage-stimulating protein receptor,antagonist
B02BX09,Fostamatinib,"Muscle, skeletal receptor tyrosine-protein kinase",inhibitor
B02BX09,Fostamatinib,"Muscle, skeletal receptor tyrosine-protein kinase",antagonist
B02BX09,Fostamatinib,"Myosin light chain kinase, smooth muscle",inhibitor
B02BX09,Fostamatinib,"Myosin light chain kinase, smooth muscle",antagonist
B02BX09,Fostamatinib,"Myosin light chain kinase 2, skeletal/cardiac muscle",inhibitor
B02BX09,Fostamatinib,"Myosin light chain kinase 2, skeletal/cardiac muscle",antagonist
B02BX09,Fostamatinib,Myosin light chain kinase 3,inhibitor
B02BX09,Fostamatinib,Myosin light chain kinase 3,antagonist
B02BX09,Fostamatinib,Myosin light chain kinase family member 4,inhibitor
B02BX09,Fostamatinib,Myosin light chain kinase family member 4,antagonist
B02BX09,Fostamatinib,Myosin-IIIa,inhibitor
B02BX09,Fostamatinib,Myosin-IIIa,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek11,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek11,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek4,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek4,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek5,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek5,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek9,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Nek9,antagonist
B02BX09,Fostamatinib,High affinity nerve growth factor receptor,inhibitor
B02BX09,Fostamatinib,High affinity nerve growth factor receptor,antagonist
B02BX09,Fostamatinib,BDNF/NT-3 growth factors receptor,inhibitor
B02BX09,Fostamatinib,BDNF/NT-3 growth factors receptor,antagonist
B02BX09,Fostamatinib,NT-3 growth factor receptor,inhibitor
B02BX09,Fostamatinib,NT-3 growth factor receptor,antagonist
B02BX09,Fostamatinib,NUAK family SNF1-like kinase 1,inhibitor
B02BX09,Fostamatinib,NUAK family SNF1-like kinase 1,antagonist
B02BX09,Fostamatinib,NUAK family SNF1-like kinase 2,inhibitor
B02BX09,Fostamatinib,NUAK family SNF1-like kinase 2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase OSR1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase OSR1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 4,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 4,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 6,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 6,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 5,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PAK 5,antagonist
B02BX09,Fostamatinib,Cyclin-dependent kinase 16,inhibitor
B02BX09,Fostamatinib,Cyclin-dependent kinase 16,antagonist
B02BX09,Fostamatinib,Cyclin-dependent kinase 17,inhibitor
B02BX09,Fostamatinib,Cyclin-dependent kinase 17,antagonist
B02BX09,Fostamatinib,Platelet-derived growth factor receptor alpha,inhibitor
B02BX09,Fostamatinib,Platelet-derived growth factor receptor alpha,antagonist
B02BX09,Fostamatinib,Platelet-derived growth factor receptor beta,inhibitor
B02BX09,Fostamatinib,Platelet-derived growth factor receptor beta,antagonist
B02BX09,Fostamatinib,3-phosphoinositide-dependent protein kinase 1,inhibitor
B02BX09,Fostamatinib,3-phosphoinositide-dependent protein kinase 1,antagonist
B02BX09,Fostamatinib,Cyclin-dependent kinase 15,inhibitor
B02BX09,Fostamatinib,Cyclin-dependent kinase 15,antagonist
B02BX09,Fostamatinib,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",inhibitor
B02BX09,Fostamatinib,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",antagonist
B02BX09,Fostamatinib,Phosphatidylinositol 4-kinase beta,inhibitor
B02BX09,Fostamatinib,Phosphatidylinositol 4-kinase beta,antagonist
B02BX09,Fostamatinib,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,inhibitor
B02BX09,Fostamatinib,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,antagonist
B02BX09,Fostamatinib,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,inhibitor
B02BX09,Fostamatinib,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,antagonist
B02BX09,Fostamatinib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",inhibitor
B02BX09,Fostamatinib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",antagonist
B02BX09,Fostamatinib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",inhibitor
B02BX09,Fostamatinib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase pim-1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase pim-1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase pim-3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase pim-3,antagonist
B02BX09,Fostamatinib,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,inhibitor
B02BX09,Fostamatinib,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,antagonist
B02BX09,Fostamatinib,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,inhibitor
B02BX09,Fostamatinib,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,antagonist
B02BX09,Fostamatinib,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,inhibitor
B02BX09,Fostamatinib,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase N1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase N1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase N2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase N2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK4,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PLK4,antagonist
B02BX09,Fostamatinib,5'-AMP-activated protein kinase catalytic subunit alpha-1,inhibitor
B02BX09,Fostamatinib,5'-AMP-activated protein kinase catalytic subunit alpha-1,antagonist
B02BX09,Fostamatinib,5'-AMP-activated protein kinase,inhibitor
B02BX09,Fostamatinib,5'-AMP-activated protein kinase,antagonist
B02BX09,Fostamatinib,cAMP-dependent protein kinase catalytic subunit beta,inhibitor
B02BX09,Fostamatinib,cAMP-dependent protein kinase catalytic subunit beta,antagonist
B02BX09,Fostamatinib,Protein kinase C delta type,inhibitor
B02BX09,Fostamatinib,Protein kinase C delta type,antagonist
B02BX09,Fostamatinib,Protein kinase C epsilon type,inhibitor
B02BX09,Fostamatinib,Protein kinase C epsilon type,antagonist
B02BX09,Fostamatinib,Protein kinase C gamma type (PRKCG),inhibitor
B02BX09,Fostamatinib,Protein kinase C gamma type (PRKCG),antagonist
B02BX09,Fostamatinib,Protein kinase C iota type,inhibitor
B02BX09,Fostamatinib,Protein kinase C iota type,antagonist
B02BX09,Fostamatinib,Protein kinase C theta type,inhibitor
B02BX09,Fostamatinib,Protein kinase C theta type,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase D1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase D1,antagonist
B02BX09,Fostamatinib,cGMP-dependent protein kinase 2,inhibitor
B02BX09,Fostamatinib,cGMP-dependent protein kinase 2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase PRP4 homolog,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase PRP4 homolog,antagonist
B02BX09,Fostamatinib,Focal adhesion kinase 1,inhibitor
B02BX09,Fostamatinib,Focal adhesion kinase 1,antagonist
B02BX09,Fostamatinib,Protein-tyrosine kinase 2-beta,inhibitor
B02BX09,Fostamatinib,Protein-tyrosine kinase 2-beta,antagonist
B02BX09,Fostamatinib,Protein-tyrosine kinase 6,inhibitor
B02BX09,Fostamatinib,Protein-tyrosine kinase 6,antagonist
B02BX09,Fostamatinib,RAF proto-oncogene serine/threonine-protein kinase,inhibitor
B02BX09,Fostamatinib,RAF proto-oncogene serine/threonine-protein kinase,antagonist
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase receptor Ret,inhibitor
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase receptor Ret,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO2,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase RIO3,antagonist
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 1,inhibitor
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 1,antagonist
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 2,inhibitor
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 2,antagonist
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 4,inhibitor
B02BX09,Fostamatinib,Receptor-interacting serine/threonine-protein kinase 4,antagonist
B02BX09,Fostamatinib,Rho-associated protein kinase 2,inhibitor
B02BX09,Fostamatinib,Rho-associated protein kinase 2,antagonist
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase ROS,inhibitor
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase ROS,antagonist
B02BX09,Fostamatinib,Ribosomal protein S6 kinase alpha-1,inhibitor
B02BX09,Fostamatinib,Ribosomal protein S6 kinase alpha-1,antagonist
B02BX09,Fostamatinib,Ribosomal protein S6 kinase alpha-3,inhibitor
B02BX09,Fostamatinib,Ribosomal protein S6 kinase alpha-3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase SBK1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase SBK1,antagonist
B02BX09,Fostamatinib,Uncharacterized serine/threonine-protein kinase SBK3,inhibitor
B02BX09,Fostamatinib,Uncharacterized serine/threonine-protein kinase SBK3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase Sgk3,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase Sgk3,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK1,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK1,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK2,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase SIK2,antagonist
B02BX09,Fostamatinib,STE20-like serine/threonine-protein kinase,inhibitor
B02BX09,Fostamatinib,STE20-like serine/threonine-protein kinase,antagonist
B02BX09,Fostamatinib,SNF-related serine/threonine-protein kinase,inhibitor
B02BX09,Fostamatinib,SNF-related serine/threonine-protein kinase,antagonist
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase Src,inhibitor
B02BX09,Fostamatinib,Proto-oncogene tyrosine-protein kinase Src,antagonist
B02BX09,Fostamatinib,Tyrosine-protein kinase Srms,inhibitor
B02BX09,Fostamatinib,Tyrosine-protein kinase Srms,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase 10,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase 10,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase 16,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase 16,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase 17A,inhibitor
B02BX09,Fostamatinib,Serine/threonine-protein kinase 17A,antagonist
B02BX09,Fostamatinib,Serine/threonine-protein kinase 17B,inhibitor
